132697151393876461,-0.0312676,-0.99921,0.0245245,-0.00503886,-0.99016,0.0276172,-0.137191,0.104374,0.136405,-0.0285728,-0.990241,-0.142735,0,0,0,1
132697151403874938,-0.0423163,-0.99873,0.0273364,0.00740928,-0.98547,0.0372183,-0.165724,0.0990671,0.164496,-0.033952,-0.985793,-0.16596,0,0,0,1
132697151413896655,-0.000275612,-0.998845,0.0480426,-0.0483291,-0.982925,-0.00856984,-0.18381,0.0853839,0.184009,-0.0472729,-0.981787,-0.383325,0,0,0,1
132697151423895035,0.00455695,-0.99631,0.0857015,-0.333464,-0.95427,-0.0299504,-0.297443,0.0758079,0.298913,-0.0804269,-0.950885,-1.07791,0,0,0,1
132697151433895108,-0.0578448,-0.990573,0.124172,-0.730909,-0.933877,0.00972426,-0.357463,0.0519888,0.352886,-0.136639,-0.925636,-1.92292,0,0,0,1
132697151443895182,-0.249717,-0.797329,0.549462,-1.03558,-0.922195,0.0227817,-0.386055,0.0234884,0.295295,-0.603116,-0.740981,-2.81203,0,0,0,1
132697151453895257,-0.411449,-0.412492,0.812749,-0.678382,-0.901272,0.0513572,-0.430198,0.0237632,0.135713,-0.909512,-0.392898,-3.54981,0,0,0,1
132697151463910666,-0.448596,-0.168098,0.877784,0.106872,-0.89253,0.0332779,-0.449759,-0.134465,0.0463928,-0.985208,-0.164961,-3.82137,0,0,0,1
132697151473909306,-0.426787,-0.126801,0.895419,0.327952,-0.904185,0.0407612,-0.425193,-0.404154,0.0174164,-0.99109,-0.132048,-3.84561,0,0,0,1
132697151483931305,-0.312281,0.508923,0.802171,-0.154048,-0.925409,0.0278761,-0.377942,0.061722,-0.214705,-0.86036,0.462257,-3.71947,0,0,0,1
132697151493929936,-0.200711,0.870866,0.448673,-0.708464,-0.887966,0.0317296,-0.458813,0.0582622,-0.413801,-0.490495,0.766931,-3.57891,0,0,0,1
132697151503951925,-0.200053,0.873529,0.443763,-1.03713,-0.905636,0.0079807,-0.42398,0.04469,-0.3739,-0.486706,0.789503,-2.89097,0,0,0,1
132697151513950561,-0.254477,0.757304,0.601442,-0.796835,-0.902013,0.0383966,-0.429998,0.0348793,-0.348733,-0.651933,0.673327,-2.04378,0,0,0,1
132697151523972534,-0.273718,0.782722,0.558949,-0.268247,-0.871112,0.0446105,-0.489054,0.0245499,-0.407728,-0.62077,0.669628,-1.1669,0,0,0,1
132697151533971034,-0.270752,0.808291,0.522836,0.233383,-0.834094,0.0741764,-0.546613,0.00139529,-0.480604,-0.584091,0.654108,-0.301057,0,0,0,1
132697151543992911,-0.312979,0.77519,0.548748,0.576598,-0.827039,0.0616251,-0.558757,-0.528321,-0.46696,-0.628715,0.621825,0.144164,0,0,0,1
132697151553991420,-0.319663,0.794261,0.516686,0.613095,-0.828517,0.0302877,-0.559144,-0.588148,-0.459756,-0.606821,0.648377,0.16725,0,0,0,1
132697151564013343,-0.409217,0.577229,0.706645,0.626003,-0.854551,0.0289982,-0.518557,-0.315415,-0.319818,-0.816067,0.481406,0.125169,0,0,0,1
132697151574011828,-0.272245,-0.813931,0.513224,0.156571,-0.919974,0.0638524,-0.386744,0.0477049,0.282013,-0.577441,-0.766179,-0.426971,0,0,0,1
132697151584033666,0.00742537,-0.99958,0.0279972,-0.0995794,-0.898439,-0.0189613,-0.43869,0.0545758,0.439036,-0.0218963,-0.898202,-0.639211,0,0,0,1
132697151594032184,0.330709,-0.909744,-0.250992,-0.31218,-0.866209,-0.187048,-0.463351,0.0202996,0.374583,0.370646,-0.849887,-0.716848,0,0,0,1
132697151604054086,0.0813453,-0.98663,0.141228,-0.629251,-0.894718,-0.134721,-0.425828,0.00802566,0.439161,-0.09172,-0.893714,-1.06722,0,0,0,1
132697151614052574,-0.0214798,-0.969964,0.2423,-0.967856,-0.8722,-0.100281,-0.47876,0.0272122,0.488678,-0.221617,-0.843848,-1.76942,0,0,0,1
132697151624074600,-0.320434,-0.75961,0.565963,-1.12828,-0.850657,-0.0321267,-0.52474,0.0157034,0.41678,-0.649585,-0.635873,-2.62489,0,0,0,1
132697151634073057,-0.656806,-0.0609514,0.751593,-0.886692,-0.75399,0.0395139,-0.655696,-0.0201744,0.0102673,-0.997358,-0.0719098,-3.18696,0,0,0,1
132697151644094814,-0.566594,0.395736,0.722748,-0.409071,-0.789183,-0.00835502,-0.614101,-0.286613,-0.236984,-0.918326,0.317043,-3.24424,0,0,0,1
132697151654093316,-0.464205,0.468199,0.751866,-0.352031,-0.865499,-0.0593942,-0.497377,-0.581239,-0.188215,-0.881624,0.432797,-3.29302,0,0,0,1
